Day,"Ad name","Amount spent (USD)",Impressions,"Link clicks",Purchases,"Purchases conversion value","Purchase ROAS (return on ad spend)","CPC (cost per link click)","CTR (link click-through rate)","CPM (cost per 1,000 impressions)","Link (ad settings)","Reporting starts","Reporting ends"
2026-03-06,"25.02.26 |  Static - 3 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",61.37,6011,41,3,1023.45,16.67671501,1.49682927,0.68208285,10.2096157,https://www.thelogox.com/products/logox-3-in-1,2026-03-06,2026-03-06
2026-03-06,"25.02.26 | Static - 7 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 | LP : PDP",0.04,3,,,,,,,13.33333333,https://www.thelogox.com/products/logox-3-in-1,2026-03-06,2026-03-06
2026-03-05,"09.12.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP : Multitool PDP",150.42,9513,93,1,289,1.92128706,1.61741935,0.97760959,15.81204667,https://www.thelogox.com/pages/multitool,2026-03-05,2026-03-05
2026-03-05,"17.11.25 | Video - 6 | TimberOX Summit 30-Ton | Text Variation - 3 | LP - PDP",1.19,73,8,,,,0.14875,10.95890411,16.30136986,https://www.thelogox.com/products/timberox,2026-03-05,2026-03-05
2026-03-05,"Video | Site B | Austin  - 711679707645394",0,1,,,,,,,0,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-05,2026-03-05
2026-03-05,"19.01.26 | LOGOX V1 | Hearth Bin Adjustable Firewood Rack | Text Variation - 1 | LP : PDP",0.03,2,,,,,,,15,https://www.thelogox.com/products/logox-firewood-hearth-bin,2026-03-05,2026-03-05
2026-03-05,"06.01.26 | B6.V2 | Forester Package | Text Variation - 1 | LP : Forester Package",114.7,12624,156,,,,0.73525641,1.23574144,9.08586819,https://www.thelogox.com/products/forester-package,2026-03-05,2026-03-05
2026-03-05,"3-in-1 Forestry MultiTool Static",20.54,2271,8,2,370,18.01363194,2.5675,0.35226772,9.0444738,https://www.thelogox.com/pages/multitool,2026-03-05,2026-03-05
2026-03-05,"06.01.26 | B4.V4 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 | LP : PDP",58.38,4164,47,,,,1.24212766,1.12872238,14.02017291,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"Vid YT4 937590921720937",6.77,641,5,,,,1.354,0.7800312,10.56162246,https://www.thelogox.com/pages/multitool,2026-03-05,2026-03-05
2026-03-05,"09.12.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - Multitool PDP",20.01,725,7,,,,2.85857143,0.96551724,27.6,https://www.thelogox.com/pages/multitool,2026-03-05,2026-03-05
2026-03-05,"17.11.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - PDP",21.01,1038,19,1,279,13.27939077,1.10578947,1.83044316,20.24084778,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"17.11.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP - PDP",208.95,12728,153,1,279,1.33524767,1.36568627,1.20207417,16.41656191,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"Video | Site B | Austin  - 816341450512552",170.17,16567,146,1,289,1.6983017,1.16554795,0.88126999,10.27162431,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-05,2026-03-05
2026-03-05,"Vid FB1 937590858387610",19.99,1465,13,,,,1.53769231,0.88737201,13.64505119,https://www.thelogox.com/pages/multitool,2026-03-05,2026-03-05
2026-03-05,"Video | Site B | Austin  - 711679707645394",52.66,6600,76,,,,0.69289474,1.15151515,7.97878788,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 8 | CarryOX Gear Bag | Text Variation - 1 | LP : PDP",8.54,838,5,,,,1.708,0.59665871,10.19093079,https://www.thelogox.com/products/carryox-gear-bag,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 9 | The Fireside Bundle | Text Variation - 1 | LP : PDP",34.84,2756,3,,,,11.61333333,0.10885341,12.64150943,https://www.thelogox.com/products/fireside-bundle,2026-03-05,2026-03-05
2026-03-05,"06.01.26 | B6.V1 | Forester Package | Text Variation - 1 | LP : Forester Package",26.71,2220,16,,,,1.669375,0.72072072,12.03153153,https://www.thelogox.com/products/forester-package,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 10 | CarryOX Gear Bag | Text Variation - 1 | LP : PDP",13.95,1096,10,,,,1.395,0.91240876,12.72810219,https://www.thelogox.com/products/carryox-gear-bag,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 2 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.13,4,,,,,,,32.5,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"03.03.26 | B6.V3 | LogOX Hauler | Text Variation - 1 | LP : LogOX Hauler",2.44,559,9,,,,0.27111111,1.61001789,4.36493739,https://www.thelogox.com/products/logox-carrying-tool,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Video - 4 | LogOX_Dan-D-Lift_1to1_revised | Text Variation - 1 | LP : PDP",7.18,1319,18,,,,0.39888889,1.3646702,5.44351782,https://www.thelogox.com/products/timberox-ddl,2026-03-05,2026-03-05
2026-03-05,"25.02.26 | Video - 1 | LogOX_Dan-D-Lift_video_revised | Text Variation - 1 | LP : PDP",15.06,2709,34,2,130,8.63213811,0.44294118,1.25507567,5.55924695,https://www.thelogox.com/products/timberox-ddl,2026-03-05,2026-03-05
2026-03-05,"25.02.26 | Video - 5 | LogOX_Hauler_podcast_revised | Text Variation - 1 | LP : PDP",12.18,3284,7,,,,1.74,0.21315469,3.7088916,https://www.thelogox.com/products/logox-carrying-tool,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Video - 2 | LogOX_Hauler_video_revised | Text Variation - 1 | LP : PDP",1.61,434,2,,,,0.805,0.46082949,3.70967742,https://www.thelogox.com/products/logox-carrying-tool,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static -1 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.15,23,,,,,,,6.52173913,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 8 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.07,14,,,,,,,5,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 6 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.72,88,1,,,,0.72,1.13636364,8.18181818,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Video - 3 | LogOX_3-in-1tool_video_revised | Text Variation - 1 | LP : PDP",10.95,2793,9,,,,1.21666667,0.32223416,3.92051557,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 4 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0,1,,,,,,,0,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 5 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.1,8,,,,,,,12.5,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 |  Static - 3 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",52.7,5069,24,,,,2.19583333,0.47346617,10.39652791,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 | Static - 7 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 | LP : PDP",0.04,4,,,,,,,10,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-05,"25.02.26 | Video - 6 | LogOX_3-in-1tool_podcast_revised | Text Variation - 1 | LP : PDP",12.76,3104,11,,,,1.16,0.35438144,4.11082474,https://www.thelogox.com/products/logox-3-in-1,2026-03-05,2026-03-05
2026-03-04,"09.12.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - Multitool PDP",14.03,630,8,,,,1.75375,1.26984127,22.26984127,https://www.thelogox.com/pages/multitool,2026-03-04,2026-03-04
2026-03-04,"Video | Site B | Austin  - 816341450512552",0.05,2,,,,,,,25,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-04,2026-03-04
2026-03-04,"19.01.26 | LOGOX V1 | Hearth Bin Adjustable Firewood Rack | Text Variation - 1 | LP : PDP",0.05,5,,,,,,,10,https://www.thelogox.com/products/logox-firewood-hearth-bin,2026-03-04,2026-03-04
2026-03-04,"06.01.26 | B6.V2 | Forester Package | Text Variation - 1 | LP : Forester Package",91.77,8959,127,,,,0.72259843,1.41756893,10.24333073,https://www.thelogox.com/products/forester-package,2026-03-04,2026-03-04
2026-03-04,"06.01.26 | B6.V1 | Forester Package | Text Variation - 1 | LP : Forester Package",25.93,2301,43,,,,0.60302326,1.86875272,11.26901347,https://www.thelogox.com/products/forester-package,2026-03-04,2026-03-04
2026-03-04,"06.01.26 | B4.V4 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 | LP : PDP",78.49,4952,60,,,,1.30816667,1.21163166,15.85016155,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"09.12.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP : Multitool PDP",166.49,11901,134,1,185,1.11117785,1.24246269,1.1259558,13.98958071,https://www.thelogox.com/pages/multitool,2026-03-04,2026-03-04
2026-03-04,"Vid FB1 937590858387610",19.68,1632,12,,,,1.64,0.73529412,12.05882353,https://www.thelogox.com/pages/multitool,2026-03-04,2026-03-04
2026-03-04,"17.11.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - PDP",23.56,1419,24,1,289,12.26655348,0.98166667,1.69133192,16.60324172,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"17.11.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP - PDP",211.23,13810,290,1,279,1.32083511,0.72837931,2.09992759,15.29543809,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"Video | Site B | Austin  - 816341450512552",187.58,19122,184,1,185,0.98624587,1.01945652,0.96224244,9.80964334,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-04,2026-03-04
2026-03-04,"Video | Site B | Austin  - 711679707645394",57.03,6506,72,,,,0.79208333,1.10667077,8.76575469,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-04,2026-03-04
2026-03-04,"Vid YT4 937590921720937",6.48,629,13,,,,0.49846154,2.06677266,10.30206677,https://www.thelogox.com/pages/multitool,2026-03-04,2026-03-04
2026-03-04,"3-in-1 Forestry MultiTool Static",12.67,1309,11,,,,1.15181818,0.84033613,9.67914439,https://www.thelogox.com/pages/multitool,2026-03-04,2026-03-04
2026-03-04,"17.11.25 | Video - 6 | TimberOX Summit 30-Ton | Text Variation - 3 | LP - PDP",0.2,15,1,,,,0.2,6.66666667,13.33333333,https://www.thelogox.com/products/timberox,2026-03-04,2026-03-04
2026-03-04,"17.11.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP - PDP",0.02,2,,,,,,,10,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"09.12.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP : Multitool PDP",0,1,,,,,,,0,https://www.thelogox.com/pages/multitool,2026-03-04,2026-03-04
2026-03-04,"06.01.26 | B6.V2 | Forester Package | Text Variation - 1 | LP : Forester Package",0,1,,,,,,,0,https://www.thelogox.com/products/forester-package,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static - 6 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",2.78,328,2,,,,1.39,0.6097561,8.47560976,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"03.03.26 | B6.V3 | LogOX Hauler | Text Variation - 1 | LP : LogOX Hauler",2.09,658,6,,,,0.34833333,0.9118541,3.17629179,https://www.thelogox.com/products/logox-carrying-tool,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Video - 4 | LogOX_Dan-D-Lift_1to1_revised | Text Variation - 1 | LP : PDP",10.49,1961,23,4,6435,613.44137274,0.45608696,1.17287098,5.34931158,https://www.thelogox.com/products/timberox-ddl,2026-03-04,2026-03-04
2026-03-04,"25.02.26 | Video - 1 | LogOX_Dan-D-Lift_video_revised | Text Variation - 1 | LP : PDP",12.34,2581,28,,,,0.44071429,1.08485083,4.7810926,https://www.thelogox.com/products/timberox-ddl,2026-03-04,2026-03-04
2026-03-04,"25.02.26 | Video - 5 | LogOX_Hauler_podcast_revised | Text Variation - 1 | LP : PDP",12.06,2929,8,,,,1.5075,0.27313076,4.11744623,https://www.thelogox.com/products/logox-carrying-tool,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Video - 2 | LogOX_Hauler_video_revised | Text Variation - 1 | LP : PDP",3.17,738,2,,,,1.585,0.27100271,4.29539295,https://www.thelogox.com/products/logox-carrying-tool,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static - 2 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0,1,,,,,,,0,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static -1 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0,2,,,,,,,0,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"25.02.26 | Video - 6 | LogOX_3-in-1tool_podcast_revised | Text Variation - 1 | LP : PDP",13.93,3127,10,1,474.95,34.09547739,1.393,0.31979533,4.45474896,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Video - 3 | LogOX_3-in-1tool_video_revised | Text Variation - 1 | LP : PDP",10.13,2268,3,,,,3.37666667,0.13227513,4.4664903,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static - 4 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0,1,,,,,,,0,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static - 3 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",51.49,5201,23,,,,2.23869565,0.44222265,9.90001923,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"25.02.26 | Static - 7 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 | LP : PDP",0.13,12,,,,,,,10.83333333,https://www.thelogox.com/products/logox-3-in-1,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static - 10 | CarryOX Gear Bag | Text Variation - 1 | LP : PDP",19,1713,18,,,,1.05555556,1.05078809,11.09165207,https://www.thelogox.com/products/carryox-gear-bag,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static - 8 | CarryOX Gear Bag | Text Variation - 1 | LP : PDP",14.09,1227,14,,,,1.00642857,1.1409943,11.48329258,https://www.thelogox.com/products/carryox-gear-bag,2026-03-04,2026-03-04
2026-03-04,"25.02.26 |  Static - 9 | The Fireside Bundle | Text Variation - 1 | LP : PDP",24.09,2390,11,,,,2.19,0.46025105,10.07949791,https://www.thelogox.com/products/fireside-bundle,2026-03-04,2026-03-04
2026-03-03,"06.01.26 | B4.V4 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 | LP : PDP",52.01,3346,35,1,289,5.55662373,1.486,1.0460251,15.54393305,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"09.12.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP : Multitool PDP",0,1,,,,,,,0,https://www.thelogox.com/pages/multitool,2026-03-03,2026-03-03
2026-03-03,"17.11.25 | Video - 6 | TimberOX Summit 30-Ton | Text Variation - 3 | LP - PDP",0.26,35,3,,,,0.08666667,8.57142857,7.42857143,https://www.thelogox.com/products/timberox,2026-03-03,2026-03-03
2026-03-03,"Video | Site B | Austin  - 711679707645394",0.01,2,,,,,,,5,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-03,2026-03-03
2026-03-03,"19.01.26 | LOGOX V1 | Hearth Bin Adjustable Firewood Rack | Text Variation - 1 | LP : PDP",0.47,7,,,,,,,67.14285714,https://www.thelogox.com/products/logox-firewood-hearth-bin,2026-03-03,2026-03-03
2026-03-03,"06.01.26 | B6.V2 | Forester Package | Text Variation - 1 | LP : Forester Package",82.96,8658,115,4,1052.9,12.69165863,0.7213913,1.32825133,9.58188958,https://www.thelogox.com/products/forester-package,2026-03-03,2026-03-03
2026-03-03,"06.01.26 | B6.V1 | Forester Package | Text Variation - 1 | LP : Forester Package",25.3,1815,21,,,,1.2047619,1.15702479,13.93939394,https://www.thelogox.com/products/forester-package,2026-03-03,2026-03-03
2026-03-03,"06.01.26 | B6.V3 | Forester Package | Text Variation - 1 | LP : Forester Package",52.88,5961,49,2,568,10.74130106,1.07918367,0.82200973,8.8709948,https://www.thelogox.com/products/forester-package,2026-03-03,2026-03-03
2026-03-03,"Vid YT4 937590921720937",13.52,1104,12,,,,1.12666667,1.08695652,12.24637681,https://www.thelogox.com/pages/multitool,2026-03-03,2026-03-03
2026-03-03,"09.12.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP : Multitool PDP",173.57,12080,146,2,390,2.24693207,1.18883562,1.20860927,14.36837748,https://www.thelogox.com/pages/multitool,2026-03-03,2026-03-03
2026-03-03,"09.12.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - Multitool PDP",26.69,1068,21,,,,1.27095238,1.96629213,24.9906367,https://www.thelogox.com/pages/multitool,2026-03-03,2026-03-03
2026-03-03,"17.11.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - PDP",34.09,2016,57,,,,0.59807018,2.82738095,16.90972222,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"17.11.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP - PDP",234.37,15113,316,4,984.54,4.20079362,0.74167722,2.09091511,15.50784093,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"Video | Site B | Austin  - 816341450512552",200.99,23048,241,,,,0.8339834,1.04564387,8.72049636,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-03,2026-03-03
2026-03-03,"Vid FB1 937590858387610",23,1637,17,,,,1.35294118,1.03848503,14.05009163,https://www.thelogox.com/pages/multitool,2026-03-03,2026-03-03
2026-03-03,"Video | Site B | Austin  - 711679707645394",41.1,5183,63,,,,0.65238095,1.21551225,7.9297704,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-03,2026-03-03
2026-03-03,"3-in-1 Forestry MultiTool Static",16.95,1999,8,1,289,17.05014749,2.11875,0.4002001,8.47923962,https://www.thelogox.com/pages/multitool,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 8 | CarryOX Gear Bag | Text Variation - 1 | LP : PDP",5.89,676,19,,,,0.31,2.81065089,8.71301775,https://www.thelogox.com/products/carryox-gear-bag,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 9 | The Fireside Bundle | Text Variation - 1 | LP : PDP",31.24,2402,18,,,,1.73555556,0.74937552,13.00582848,https://www.thelogox.com/products/fireside-bundle,2026-03-03,2026-03-03
2026-03-03,"02.03.26 | Video -1 | WoodOX Sling | Text Variation - 1 | LP : Amazon LP",13.61,1561,15,,,,0.90733333,0.96092249,8.71877002,https://www.amazon.ca/LogOx-LOX-8141-Ultimate-Firewood-Kindling/dp/B07PNRLQ26?maas=%5B%E2%80%A6%5D036BBDA00191F27CF6DBB98EA3F4E92_afap_abs&ref_=aa_maas&tag=maas,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 10 | CarryOX Gear Bag | Text Variation - 1 | LP : PDP",21.17,2018,29,,,,0.73,1.4370664,10.49058474,https://www.thelogox.com/products/carryox-gear-bag,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Video - 2 | LogOX_Hauler_video_revised | Text Variation - 1 | LP : PDP",4.92,972,2,,,,2.46,0.20576132,5.0617284,https://www.thelogox.com/products/logox-carrying-tool,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 8 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.02,10,,,,,,,2,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"02.03.26 | Video - 3 | WoodOX Sling | Text Variation - 1,2 | LP - Amazon LP",0.06,10,,,,,,,6,https://www.amazon.ca/LogOx-LOX-8141-Ultimate-Firewood-Kindling/dp/B07PNRLQ26?maas=%5B%E2%80%A6%5D036BBDA00191F27CF6DBB98EA3F4E92_afap_abs&ref_=aa_maas&tag=maas,2026-03-03,2026-03-03
2026-03-03,"02.03.26 | Video - 4 | WoodOX Sling | Text Variation - 1 | LP - Amazon LP",1.07,89,1,,,,1.07,1.12359551,12.02247191,https://www.amazon.ca/LogOx-LOX-8141-Ultimate-Firewood-Kindling/dp/B07PNRLQ26?maas=%5B%E2%80%A6%5D036BBDA00191F27CF6DBB98EA3F4E92_afap_abs&ref_=aa_maas&tag=maas,2026-03-03,2026-03-03
2026-03-03,"02.03.26 | Video - 2 | WoodOX Sling | Text Variation - 1 | LP : Amazon LP",0,3,,,,,,,0,https://www.amazon.ca/LogOx-LOX-8141-Ultimate-Firewood-Kindling/dp/B07PNRLQ26?maas=%5B%E2%80%A6%5D036BBDA00191F27CF6DBB98EA3F4E92_afap_abs&ref_=aa_maas&tag=maas,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Video - 4 | LogOX_Dan-D-Lift_1to1_revised | Text Variation - 1 | LP : PDP",15.33,3503,48,4,,,0.319375,1.37025407,4.37624893,https://www.thelogox.com/products/timberox-ddl,2026-03-03,2026-03-03
2026-03-03,"25.02.26 | Video - 1 | LogOX_Dan-D-Lift_video_revised | Text Variation - 1 | LP : PDP",7.89,1923,24,,,,0.32875,1.24804992,4.10296412,https://www.thelogox.com/products/timberox-ddl,2026-03-03,2026-03-03
2026-03-03,"25.02.26 | Video - 5 | LogOX_Hauler_podcast_revised | Text Variation - 1 | LP : PDP",15.13,3720,20,,,,0.7565,0.53763441,4.0672043,https://www.thelogox.com/products/logox-carrying-tool,2026-03-03,2026-03-03
2026-03-03,"03.03.26 | B6.V3 | LogOX Hauler | Text Variation - 1 | LP : LogOX Hauler",0.09,16,1,,,,0.09,6.25,5.625,https://www.thelogox.com/products/logox-carrying-tool,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static -1 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.07,5,,,,,,,14,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 6 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",2.35,203,2,,,,1.175,0.98522167,11.57635468,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"25.02.26 | Video - 6 | LogOX_3-in-1tool_podcast_revised | Text Variation - 1 | LP : PDP",18.16,4021,13,,,,1.39692308,0.32330266,4.51628948,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Video - 3 | LogOX_3-in-1tool_video_revised | Text Variation - 1 | LP : PDP",13.11,2855,11,,,,1.19181818,0.38528897,4.59194396,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 4 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.02,2,,,,,,,10,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 5 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.04,8,,,,,,,5,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 3 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",59.06,5667,29,1,185,3.13240772,2.03655172,0.5117346,10.4217399,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-03,"25.02.26 |  Static - 2 | LogOX 3-in-1 Forestry MultiTool| Text Variation - 1 | LP : PDP",0.14,15,,,,,,,9.33333333,https://www.thelogox.com/products/logox-3-in-1,2026-03-03,2026-03-03
2026-03-02,"06.01.26 | B4.V4 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 | LP : PDP",28.6,1951,31,,,,0.92258065,1.58892875,14.65914915,https://www.thelogox.com/products/logox-3-in-1,2026-03-02,2026-03-02
2026-03-02,"17.11.25 | Video - 6 | TimberOX Summit 30-Ton | Text Variation - 3 | LP - PDP",1.53,110,2,,,,0.765,1.81818182,13.90909091,https://www.thelogox.com/products/timberox,2026-03-02,2026-03-02
2026-03-02,"Video | Site B | Austin  - 816341450512552",0.02,1,,,,,,,20,https://www.thelogox.com/pages/multitool?utm_source=ABM,2026-03-02,2026-03-02
2026-03-02,"19.01.26 | LOGOX V1 | Hearth Bin Adjustable Firewood Rack | Text Variation - 1 | LP : PDP",0.36,12,2,,,,0.18,16.66666667,30,https://www.thelogox.com/products/logox-firewood-hearth-bin,2026-03-02,2026-03-02
2026-03-02,"06.01.26 | B6.V2 | Forester Package | Text Variation - 1 | LP : Forester Package",55.41,6035,89,1,289,5.21566504,0.62258427,1.47473074,9.18144159,https://www.thelogox.com/products/forester-package,2026-03-02,2026-03-02
2026-03-02,"06.01.26 | B6.V1 | Forester Package | Text Variation - 1 | LP : Forester Package",24.84,2117,13,,,,1.91076923,0.61407652,11.73358526,https://www.thelogox.com/products/forester-package,2026-03-02,2026-03-02
2026-03-02,"06.01.26 | B6.V3 | Forester Package | Text Variation - 1 | LP : Forester Package",105.72,13134,133,1,908.65,8.59487325,0.79488722,1.01263895,8.0493376,https://www.thelogox.com/products/forester-package,2026-03-02,2026-03-02
2026-03-02,"17.11.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP - PDP",210.42,12878,298,1,175.5,0.83404619,0.70610738,2.31402392,16.33949371,https://www.thelogox.com/products/logox-3-in-1,2026-03-02,2026-03-02
2026-03-02,"09.12.25 | Video -2 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 1 LP : Multitool PDP",158.33,10077,115,4,1146,7.23804712,1.37678261,1.14121266,15.71201747,https://www.thelogox.com/pages/multitool,2026-03-02,2026-03-02
2026-03-02,"09.12.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - Multitool PDP",29.05,1114,12,,,,2.42083333,1.07719928,26.07719928,https://www.thelogox.com/pages/multitool,2026-03-02,2026-03-02
2026-03-02,"17.11.25 | Video - 3 | LogOX 3-in-1 Forestry MultiTool | Text Variation - 2 | LP - PDP",32.56,2668,33,,,,0.98666667,1.23688156,12.20389805,https://www.thelogox.com/products/logox-3-in-1,2026-03-02,2026-03-02
