Start Date,End Date,Portfolio name,Currency,Campaign Name,Retailer,Country,Bidding strategy,Placement,Impressions,Clicks,Cost per click (CPC),Spend,7 Day Total Sales,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#)
"Feb 01, 2026","Mar 09, 2026",Jars,USD,NM - Pineapple Salt - Auto - Close - MDF - Jars - Aug 2024,Amazon,United States,Fixed bids,Product pages on Amazon,24,0,,0,0,,,0,0
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - Pineapple Salt - Auto - Close - MDF - Jars - Aug 2024,Amazon,United States,Fixed bids,Rest of search on Amazon,21,1,0,0,0,,0.00,0,0
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - Pineapple Salt - Auto - Close - MDF - Jars - Aug 2024,Amazon,United States,Fixed bids,Top of Search on Amazon,77,7,2,11,0,,0.00,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - BMM - MDF - Offense - Electrolytes KWs - Jars,Amazon,United States,Fixed bids,Product pages on Amazon,608,1,1,1,0,,0.00,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - BMM - MDF - Offense - Electrolytes KWs - Jars,Amazon,United States,Fixed bids,Rest of search on Amazon,27,0,,0,0,,,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - BMM - MDF - Offense - Electrolytes KWs - Jars,Amazon,United States,Fixed bids,Top of Search on Amazon,22,0,,0,0,,,0,0
"Feb 28, 2026","Mar 11, 2026",Jars,USD,NM - SP - Exact - MDF - Offense - Jars - Aug 2024,Amazon,United States,Fixed bids,Product pages on Amazon,3,0,,0,0,,,0,0
"Feb 04, 2026","Feb 04, 2026",Jars,USD,NM - SP - Exact - MDF - Offense - Jars - Aug 2024,Amazon,United States,Fixed bids,Top of Search on Amazon,0,0,,0,0,,,0,0
"Feb 01, 2026","Mar 14, 2026",Jars,USD,NM - SP - Watermelon Salt - BMM - Offense - LMNT - Jars - Aug 2024,Amazon,United States,Fixed bids,Product pages on Amazon,80,0,,0,0,,,0,0
"Feb 10, 2026","Feb 10, 2026",Jars,USD,NM - SP - Watermelon Salt - BMM - Offense - LMNT - Jars - Aug 2024,Amazon,United States,Fixed bids,Rest of search on Amazon,1,0,,0,0,,,0,0
"Feb 01, 2026","Mar 19, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,Amazon,United States,Fixed bids,Product pages on Amazon,12369,122,4,478,1039,46.0440%,2.17,28,29
"Feb 01, 2026","Mar 19, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,Amazon,United States,Fixed bids,Rest of search on Amazon,2974,53,2,119,1045,11.3605%,8.80,24,25
"Feb 01, 2026","Mar 19, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,Amazon,United States,Fixed bids,Top of Search on Amazon,1760,301,1,373,4782,7.8003%,12.82,113,120
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,Amazon,United States,Fixed bids,Product pages on Amazon,1202,3,3,10,0,,0.00,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,Amazon,United States,Fixed bids,Rest of search on Amazon,348,2,3,6,0,,0.00,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,Amazon,United States,Fixed bids,Top of Search on Amazon,636,43,6,261,181,144.3664%,0.69,6,6
"Feb 01, 2026","Feb 21, 2026",Jars,USD,NM - SP - Citrus Salt - Auto - Close - Offense - Jars - Oct 2024,Amazon,United States,Fixed bids,Product pages on Amazon,2,0,,0,0,,,0,0
"Mar 03, 2026","Mar 16, 2026",Jars,USD,NM - SP - Citrus Salt - Auto - Close - Offense - Jars - Oct 2024,Amazon,United States,Fixed bids,Rest of search on Amazon,1,0,,0,0,,,0,0
"Feb 02, 2026","Mar 14, 2026",Jars,USD,NM - SP - Citrus Salt - Auto - Close - Offense - Jars - Oct 2024,Amazon,United States,Fixed bids,Top of Search on Amazon,1,0,,0,0,,,0,0
"Feb 09, 2026","Mar 12, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,Amazon,United States,Fixed bids,Product pages on Amazon,8,0,,0,0,,,0,0
"Feb 01, 2026","Mar 17, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,Amazon,United States,Fixed bids,Rest of search on Amazon,137,0,,0,0,,,0,0
"Feb 01, 2026","Mar 19, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,Amazon,United States,Fixed bids,Top of Search on Amazon,147,3,3,10,45,21.2903%,4.70,1,1
"Feb 01, 2026","Mar 12, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,Amazon,United States,Fixed bids,Product pages on Amazon,20,0,,0,0,,,0,0
"Feb 04, 2026","Mar 17, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,7,0,,0,0,,,0,0
"Feb 01, 2026","Mar 11, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,16,5,2,12,45,26.2959%,3.80,1,1
"Feb 02, 2026","Feb 23, 2026",Jars,USD,NM - SP - Pineapple Salt - BMM - MDF - Collagen KWs - Offense - Jars - Mar 2025,Amazon,United States,Fixed bids,Product pages on Amazon,4,0,,0,0,,,0,0
"Feb 03, 2026","Mar 18, 2026",Jars,USD,NM - SP - Pineapple Salt - BMM - MDF - Collagen KWs - Offense - Jars - Mar 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,7,0,,0,0,,,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Pineapple Salt - BMM - MDF - Collagen KWs - Offense - Jars - Mar 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,12,2,1,2,45,5.4727%,18.27,1,1
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - MMT - MDF - Branded - May 2025 - B0DY6K7RQH,Amazon,United States,Fixed bids,Product pages on Amazon,9395,126,2,274,863,31.7114%,3.15,34,45
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - MMT - MDF - Branded - May 2025 - B0DY6K7RQH,Amazon,United States,Fixed bids,Rest of search on Amazon,1069,21,1,22,209,10.6304%,9.41,12,12
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - MMT - MDF - Branded - May 2025 - B0DY6K7RQH,Amazon,United States,Fixed bids,Top of Search on Amazon,738,152,1,162,1378,11.7348%,8.52,66,81
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - BMM - MDF - Offense - May 2025 - B0DY6K7RQH,Amazon,United States,Fixed bids,Product pages on Amazon,159,1,1,1,0,,0.00,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - BMM - MDF - Offense - May 2025 - B0DY6K7RQH,Amazon,United States,Fixed bids,Rest of search on Amazon,44,0,,0,0,,,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - BMM - MDF - Offense - May 2025 - B0DY6K7RQH,Amazon,United States,Fixed bids,Top of Search on Amazon,133,9,2,17,0,,0.00,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - Auto - PBP  Audience - MDF - Offense - B0DY6K7RQH - July 2025,Amazon,United States,Fixed bids,Product pages on Amazon,5837,22,0,9,25,34.8594%,2.87,2,2
"Feb 07, 2026","Feb 16, 2026",Sachets,USD,NM  - SP - 12 Pack - Auto - PBP  Audience - MDF - Offense - B0DY6K7RQH - July 2025,Amazon,United States,Fixed bids,Off Amazon,1,0,,0,0,,,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - Auto - PBP  Audience - MDF - Offense - B0DY6K7RQH - July 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,220,2,0,1,20,3.1579%,31.67,1,1
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - 12 Pack - Auto - PBP  Audience - MDF - Offense - B0DY6K7RQH - July 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,95,2,1,2,0,,0.00,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Auto - PBP  Audience - Offense - B0DJ3J2CKX - July 2025,Amazon,United States,Fixed bids,Product pages on Amazon,999,10,0,5,20,23.9599%,4.17,1,1
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - 4 Pack - Auto - PBP  Audience - Offense - B0DJ3J2CKX - July 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,330,4,0,2,0,,0.00,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Auto - PBP  Audience - Offense - B0DJ3J2CKX - July 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,27,0,,0,0,,,0,0
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - Auto - HLP  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Product pages on Amazon,95177,50,3,125,0,,0.00,0,0
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - Auto - HLP  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,21285,71,3,178,98,181.8191%,0.55,3,3
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - Auto - HLP  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,12881,468,5,2253,2151,104.7062%,0.96,52,52
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Auto - CAC  Audience - Offense - B0DJ3J2CKX - July 2025,Amazon,United States,Fixed bids,Product pages on Amazon,13898,81,1,65,50,130.0301%,0.77,3,3
"Feb 07, 2026","Feb 07, 2026",Sachets,USD,NM  - SP - 4 Pack - Auto - CAC  Audience - Offense - B0DJ3J2CKX - July 2025,Amazon,United States,Fixed bids,Off Amazon,1,0,,0,0,,,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - 4 Pack - Auto - CAC  Audience - Offense - B0DJ3J2CKX - July 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,671,10,0,3,10,26.5657%,3.76,2,2
"Feb 01, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - 4 Pack - Auto - CAC  Audience - Offense - B0DJ3J2CKX - July 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,268,11,1,9,5,180.8081%,0.55,1,1
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - Auto - CAC  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Product pages on Amazon,27663,24,2,44,123,35.4986%,2.82,3,3
"Feb 01, 2026","Feb 07, 2026",Jars,USD,NM - SP - Auto - CAC  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Off Amazon,33,0,,0,0,,,0,0
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - Auto - CAC  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,3310,8,2,12,0,,0.00,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Auto - CAC  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,1442,50,4,191,256,74.5696%,1.34,8,8
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Auto - PBP  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Product pages on Amazon,45264,12,2,20,0,,0.00,0,0
"Feb 13, 2026","Feb 13, 2026",Jars,USD,NM - SP - Auto - PBP  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Off Amazon,0,0,,0,0,,,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Auto - PBP  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Rest of search on Amazon,1608,6,1,7,48,13.6117%,7.35,2,2
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Auto - PBP  Audience - Multi - Offense - Jars - July 2025,Amazon,United States,Fixed bids,Top of Search on Amazon,2134,49,3,160,144,111.4395%,0.90,4,4
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - Phrase - MDF - B0DY6K7RQH - Sep 2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,4958,24,2,40,173,23.0061%,4.35,7,7
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - Phrase - MDF - B0DY6K7RQH - Sep 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,225,3,1,4,0,,0.00,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - 12 Pack - Phrase - MDF - B0DY6K7RQH - Sep 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,311,34,2,83,190,43.8238%,2.28,8,8
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Phrase 4 - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,98,0,,0,0,,,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Phrase 4 - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,35,0,,0,0,,,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Phrase 4 - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,24,1,2,2,0,,0.00,0,0
"Feb 02, 2026","Mar 17, 2026",Jars,USD,NM - SP - Phrase 2 - MDF - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,37,0,,0,0,,,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Phrase 2 - MDF - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,14,0,,0,0,,,0,0
"Feb 01, 2026","Mar 12, 2026",Jars,USD,NM - SP - Phrase 2 - MDF - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,36,1,4,4,0,,0.00,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 1 - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,1352,11,1,14,85,16.0519%,6.23,3,3
"Feb 01, 2026","Mar 10, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 1 - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,193,3,1,3,0,,0.00,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 1 - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,262,11,2,19,10,190.5528%,0.52,1,1
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Phrase 3 - MDF - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,8794,2,2,4,0,,0.00,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Phrase 3 - MDF - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,81,0,,0,0,,,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Phrase 3 - MDF - Jars - Sep 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,350,15,5,79,45,176.1068%,0.57,1,1
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 2 - MDF - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,8039,39,2,61,194,31.6332%,3.16,13,18
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 2 - MDF - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,620,12,1,7,0,,0.00,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 2 - MDF - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,197,10,1,12,50,24.6076%,4.06,4,6
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 3 - MDF - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,544,5,1,5,25,19.0744%,5.24,3,3
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 3 - MDF - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,146,0,,0,0,,,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - 4 Pack - Phrase 3 - MDF - B0DJ3J2CKX - Sep 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,84,9,2,16,0,,0.00,0,0
"Feb 23, 2026","Mar 17, 2026",Multi,USD,NM - SP - Phrase - Branded - Multi -  Jars - Dec 2025,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,3,0,,0,0,,,0,0
"Feb 27, 2026","Mar 13, 2026",Multi,USD,NM - SP - Phrase - Branded - Multi -  Jars - Dec 2025,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,0,0,,0,0,,,0,0
"Feb 15, 2026","Mar 17, 2026",Multi,USD,NM - SP - Exact - Branded - Multi - Dec2025,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,79,2,2,4,45,8.2314%,12.15,1,1
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - STR - Phrase - Jars - Jan 2026,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,6591,25,3,63,175,36.2210%,2.76,5,7
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - STR - Phrase - Jars - Jan 2026,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,3795,30,3,88,178,49.4704%,2.02,5,10
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - SP - STR - Phrase - Jars - Jan 2026,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,472,32,3,93,170,55.0177%,1.82,4,4
"Feb 08, 2026","Mar 10, 2026",Jars,USD,NM - SP - STR - Exact - Jars - Jan 2026,Amazon,United States,Dynamic bids – down only,Product pages on Amazon,6,0,,0,0,,,0,0
"Feb 08, 2026","Mar 06, 2026",Jars,USD,NM - SP - STR - Exact - Jars - Jan 2026,Amazon,United States,Dynamic bids – down only,Rest of search on Amazon,2,0,,0,0,,,0,0
"Feb 01, 2026","Mar 16, 2026",Jars,USD,NM - SP - STR - Exact - Jars - Jan 2026,Amazon,United States,Dynamic bids – down only,Top of Search on Amazon,14,2,3,5,0,,0.00,0,0
