Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search impression share,Clicks,Click-through rate (CTR),Cost per click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CCJZVJYG""",-,33,0.0000%,1,3.0303%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 03, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0C4899NZF""",-,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 26, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CLG1HBYY""",-,16,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 24, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CK94R8TB""",-,27,0.0000%,2,7.4074%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0F258CTG3""",-,39,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DXFVM72V""",-,175,0.0300%,5,2.8571%,1,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 03, 2026","Mar 03, 2026",Jars,USD,NM - SP - STR - PT 3 - Jars - Jan 2026,United States,NM - SP - STR - PT 3 - Jars - Jan 2026,Amazon,"asin=""B0CM4JB864""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 08, 2026","Feb 08, 2026",Jars,USD,NM - SP - STR - PT 3 - Jars - Jan 2026,United States,NM - SP - STR - PT 3 - Jars - Jan 2026,Amazon,"asin=""B0DQ2R23K4""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 23, 2026","Feb 25, 2026",Jars,USD,NM - SP - STR - PT 3 - Jars - Jan 2026,United States,NM - SP - STR - PT 3 - Jars - Jan 2026,Amazon,"asin=""B0D1SVZ24S""",-,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 11, 2026","Mar 17, 2026",Jars,USD,NM - SP - STR - PT 3 - Jars - Jan 2026,United States,NM - SP - STR - PT 3 - Jars - Jan 2026,Amazon,"asin=""B0BRM8CT4N""",-,7,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 03, 2026","Mar 06, 2026",Jars,USD,NM - SP - STR - PT 3 - Jars - Jan 2026,United States,NM - SP - STR - PT 3 - Jars - Jan 2026,Amazon,"asin=""B0D4XDQSCH""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - PT 3 - Jars - Jan 2026,United States,NM - SP - STR - PT 3 - Jars - Jan 2026,Amazon,"asin=""B09LLGRBF2""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 02, 2026","Mar 02, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B0DGQW4K61""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 08, 2026","Mar 15, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B0BQZ2S4R3""",-,6,8.1100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 09, 2026","Mar 11, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B000GIQS0W""",-,9,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Mar 17, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B0DGFDFN65""",-,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 12, 2026","Mar 12, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B08XS5WY1J""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 11, 2026","Feb 12, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B0DX1RRWSY""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B0FDDFY6BZ""",-,4,21.7400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 14, 2026",Jars,USD,NM - SP - STR - PT 4 - Jars - Jan 2026,United States,NM - SP - STR - PT 4 - Jars - Jan 2026,Amazon,"asin=""B0CH1RQXQ1""",-,7,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,Amazon,electrolyte drink mix,PHRASE,45,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,Amazon,hydration packets,PHRASE,732,0.0000%,12,1.6393%,1,11,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,Amazon,sports electrolytes,PHRASE,14,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Feb 18, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Phrase - B0DJ3J2CKX - Jan 2026,Amazon,training hydration,PHRASE,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Feb 12, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0F14STSL4""",-,1,50.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0DRW9TZJC""",-,55,3.4100%,1,1.8182%,5,5,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0CY7WSJ86""",-,13,0.7900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 07, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0DVXMWYBC""",-,5,13.0400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 11, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0D741VYGW""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 03, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0DPRCCKJK""",-,14,1.5100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 08, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0DHTZKH11""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 23, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0CPRKR328""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B0F257BKKB""",-,401,0.1400%,18,4.4888%,5,87,181.6493%,0.55,48,2,2,11.1111%,1,1,33,15
"Feb 01, 2026","Mar 09, 2026",Jars,USD,NM - SP - STR - PT 5 - Jars - Jan 2026,United States,NM - SP - STR - PT 5 - Jars - Jan 2026,Amazon,"asin=""B09T5YLGV4""",-,3,2.0100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D13XGK2P""",-,79,8.2600%,4,5.0633%,2,6,21.2040%,4.72,30,2,2,50.0000%,2,0,30,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DQ6CLWCD""",-,9,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B002U7YZXY""",-,7,0.0100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Feb 14, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CJCPS3NS""",-,5,0.4000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D2R7RP9Q""",-,39,3.0000%,1,2.5641%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 04, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B07G3GB5YY""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B08J724YMS""",-,6,0.3300%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 13, 2026","Feb 20, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 6 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0F3LYQCQS""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CPGL7DVX""",-,30,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B08VPVM3RR""",-,3,20.0000%,1,33.3333%,2,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B08WQ2XK1J""",-,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Mar 11, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0DJV4XLH3""",-,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0B1ZJ9MZL""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 01, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0D4ZJV28Y""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0DH93VY5M""",-,9,4.3500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0FZNT5V38""",-,15,3.4500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 06, 2026","Mar 12, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0FZNCWMRJ""",-,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 1 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0FZN7GWM2""",-,5,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B071RCP9SC""",-,22,50.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 11, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CT4639FX""",-,15,1.2200%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 14, 2026",Stick Packs,USD,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0DH35ZFX1""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Stick Packs,USD,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 4 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0F2JMQY8J""",-,8,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 08, 2026",Stick Packs,USD,NM - SP - Phrase - Branded - Stick Packs - Multi - Jan 2026,United States,NM - SP - Phrase - Branded - Stick Packs - Multi - Jan 2026,Amazon,harlow electrolytes,PHRASE,39,34.3800%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - Phrase - Branded - Stick Packs - Multi - Jan 2026,United States,NM - SP - Phrase - Branded - Stick Packs - Multi - Jan 2026,Amazon,harlo electrolytes powder packets,PHRASE,504,,12,2.3810%,2,24,7.4512%,13.42,323,8,10,66.6667%,3,7,100,223
"Feb 06, 2026","Mar 08, 2026",Stick Packs,USD,NM - SP - Phrase - Branded - Stick Packs - Multi - Jan 2026,United States,NM - SP - Phrase - Branded - Stick Packs - Multi - Jan 2026,Amazon,harlo drink,PHRASE,24,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 06, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0F1WZCPW5""",-,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 02, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0F1XNDF7L""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CNPD998B""",-,21,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 11, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0FL9Q1F5H""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 04, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0DQB8PXKS""",-,8,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 15, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0DQ9TPPGK""",-,8,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 15, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B07DQSR431""",-,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 24, 2026","Mar 15, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0DJPN6C3D""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0D9VCSBCS""",-,10,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0D9VCV9TN""",-,60,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CVX6YK9K""",-,0,0.4300%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CTPK5W6R""",-,10,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0C8JLXK33""",-,17,9.5200%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CDHQ3VLG""",-,7,4.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CJCP6DD3""",-,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 15, 2026","Mar 12, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0D2LWJ69S""",-,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B09FFC3KSW""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B09FFCMTM1""",-,23,4.7600%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Stick Packs,USD,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 2 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B073XTTSPP""",-,12,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 15, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CNHDHZ3B""",-,5,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 26, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0CNHCF8GG""",-,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0DJ299935""",-,14,0.3800%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0BNWC5L6K""",-,7,16.6700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 07, 2026","Mar 13, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B08YMRCNGC""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Mar 17, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B09LK4G57T""",-,46,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 17, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0FVFY6YGQ""",-,1,50.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B01MTR2X0P""",-,6,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B0926XQSZ4""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 18, 2026",Stick Packs,USD,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,United States,NM - SP - PT 3 - Stick Packs - Multi - Jan 2026,Amazon,"asin=""B01MSZMA0A""",-,9,3.2300%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - Exact 1 - Jars - Jan 2026,United States,NM - SP - STR - Exact 1 - Jars - Jan 2026,Amazon,post workout recovery powder,EXACT,2152,0.0000%,2,0.0929%,4,8,,0.00,0,0,0,0.0000%,0,0,0,0
