Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search impression share,Clicks,Click-through rate (CTR),Cost per click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Feb 01, 2026","Feb 15, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CM4JB864""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DQ2R23K4""",-,2,0.0000%,1,50.0000%,0,0,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0BRM8CT4N""",-,279,0.2600%,2,0.7168%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B07PWB1HXV""",-,13,0.0100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B07TYJFRG5""",-,8,5.5600%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DPKFB3NP""",-,109,3.5400%,3,2.7523%,1,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 02, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D4XDQSCH""",-,169,,1,0.5917%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Feb 22, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 3 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B09LLGRBF2""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 17, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0DBRXNVMQ""",-,12,14.0600%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 11, 2026","Mar 16, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0DVWKPJ32""",-,5,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Mar 12, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0D1SWFG1V""",-,8,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B01IIGQ5KG""",-,137,0.0100%,1,0.7299%,2,2,4.5161%,22.14,45,1,1,100.0000%,1,0,45,0
"Mar 03, 2026","Mar 03, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0C6793K5M""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 06, 2026","Feb 06, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0BZJRBQSH""",-,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 17, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0CGGC4DNW""",-,0,33.3300%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Mar 12, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0BHBBQ2V1""",-,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 07, 2026","Mar 07, 2026",Sachets,USD,NM - SP - STR - PT - Jars - Jan 2026,United States,NM - SP - STR - PT - Jars - Jan 2026,Amazon,"asin=""B0DQWLCR5J""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Feb 26, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DRW9TZJC""",-,3,0.2300%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 13, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CY7WSJ86""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 09, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DVXMWYBC""",-,7,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 27, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D741VYGW""",-,7,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DPRCCKJK""",-,81,0.7600%,4,4.9383%,3,13,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Feb 23, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CPRKR328""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 02, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B09T5YLGV4""",-,2,1.8500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0F257BKKB""",-,14,4.6000%,1,7.1429%,2,2,3.7845%,26.42,40,1,2,100.0000%,2,0,40,0
"Feb 12, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 5 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DHTZKH11""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B08BYYSVH7""",-,62,1.6700%,1,1.6129%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 11, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0BXMPBRJZ""",-,13,0.7400%,1,7.6923%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 14, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D5Q7H3BJ""",-,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 07, 2026","Feb 22, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B07SH31T9V""",-,4,0.3000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D6PNQ2T7""",-,72,1.1400%,3,4.1667%,1,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B08JN8TSHH""",-,145,0.2700%,12,8.2759%,1,14,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 04, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CM5777HL""",-,2,14.2900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 7 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D9D359MK""",-,17,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 03, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0F14STSL4""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DRW9TZJC""",-,17,2.3200%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DVXMWYBC""",-,13,2.3900%,1,7.6923%,2,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 03, 2026","Feb 28, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D741VYGW""",-,13,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DHTZKH11""",-,22,0.0200%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 23, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CPRKR328""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0F257BKKB""",-,60,0.0100%,1,1.6667%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 23, 2026","Feb 23, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 5 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B09T5YLGV4""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DBRXNVMQ""",-,34,1.7000%,2,5.8824%,2,3,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DVWKPJ32""",-,269,0.0100%,6,2.2305%,1,8,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D1SWFG1V""",-,113,0.0000%,2,1.7699%,1,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B01IIGQ5KG""",-,94,0.0000%,3,3.1915%,1,3,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 03, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0C6793K5M""",-,199,1.2300%,1,0.5025%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 21, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0BZJRBQSH""",-,7,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CGGC4DNW""",-,262,1.9900%,2,0.7634%,1,3,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 05, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0BHBBQ2V1""",-,4,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DQWLCR5J""",-,306,0.1500%,9,2.9412%,1,11,70.3010%,1.42,15,1,1,11.1111%,1,0,15,0
"Feb 02, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B09GL4R5NV""",-,26,0.5100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CCJZVJYG""",-,31,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DXFVM72V""",-,625,8.2900%,16,2.5600%,2,29,28.0057%,3.57,105,4,4,25.0000%,3,1,60,45
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0F258CTG3""",-,57,0.0100%,1,1.7544%,2,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 02, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0C4899NZF""",-,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DSHXBJ7B""",-,208,30.7700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 11, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CLG1HBYY""",-,25,0.2800%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 23, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 2 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CK94R8TB""",-,28,17.7300%,2,7.1429%,2,4,72.1212%,1.39,5,1,1,50.0000%,0,1,0,5
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,United States,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,Amazon,electrolyte drink mix,PHRASE,93,0.0000%,1,1.0753%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,United States,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,Amazon,hydration packets,PHRASE,2762,0.0000%,9,0.3259%,1,8,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,United States,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,Amazon,sports electrolytes,PHRASE,82,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 07, 2026","Feb 26, 2026",Sachets,USD,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,United States,NM  - SP - GPT - 12 Pack - Phrase - B0DY6K7RQH - Jan 2026,Amazon,training hydration,PHRASE,6,33.3300%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DGQW4K61""",-,138,0.4400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0BQZ2S4R3""",-,8,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B000GIQS0W""",-,37,0.0000%,2,5.4054%,1,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 05, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DGFDFN65""",-,12,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0F63HFG1N""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B08XS5WY1J""",-,111,10.7000%,5,4.5045%,1,6,29.8995%,3.34,20,2,2,40.0000%,2,0,20,0
"Feb 10, 2026","Feb 19, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DX1RRWSY""",-,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0FDDFY6BZ""",-,25,1.8400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 4 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CH1RQXQ1""",-,370,0.0100%,1,0.2703%,2,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 02, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CM4JB864""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DQ2R23K4""",-,5,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0BRM8CT4N""",-,15977,0.0400%,4,0.0250%,1,5,31.7057%,3.15,15,1,1,25.0000%,1,0,15,0
"Feb 04, 2026","Feb 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B07PWB1HXV""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DPKFB3NP""",-,228,2.2000%,1,0.4386%,2,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 3 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B09LLGRBF2""",-,5,50.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DGQW4K61""",-,225,0.0000%,4,1.7778%,1,3,,0.00,0,0,0,0.0000%,0,0,0,0
